Id,Price
15386,176480.47
12613,180727.64
3749,87182.52
6172,116942.67
8173,292718.3
14901,427526.0
9742,194510.14
12256,201616.28
3839,419692.97
10835,177434.77
5460,171901.1
13759,239038.6
14787,241737.81
9892,170564.4
3287,206780.55
7967,187899.22
10666,137656.12
8141,465067.06
11417,145941.56
14141,114168.53
9870,131797.47
4954,123749.81
14109,128813.57
14258,189407.28
15848,111389.484
16779,174687.56
15585,202321.23
3522,193361.23
4263,147040.22
14264,186508.2
658,218392.94
6635,144400.25
14805,224277.83
16391,213877.56
7023,245130.11
8203,189565.89
15919,204117.83
4747,477665.6
6523,120670.1
81,254013.44
5790,109264.48
2347,192944.38
1288,207858.58
8708,238623.89
9785,190968.19
2416,148991.27
11413,183891.14
16584,245215.48
12667,269995.0
15527,194618.92
1217,169711.38
3398,165071.83
10731,243008.14
11442,527120.8
15930,217099.77
1431,184156.11
3035,162335.02
1372,143120.9
14077,208662.67
11981,295004.88
13528,173331.3
141,159654.06
4645,466730.8
5198,309690.97
9956,91600.74
10736,311528.1
8478,161307.52
2720,244351.4
11706,254573.56
4123,260776.9
7985,212527.42
15330,179476.81
7567,183038.52
12352,222592.17
3608,383231.97
11535,101123.734
8075,134497.64
16505,238485.47
2306,155144.02
1748,412511.1
9435,142483.7
10578,192794.9
11645,209569.78
7887,295961.94
5540,198351.89
9511,260824.22
5354,142269.27
12196,94827.305
4228,89269.19
13385,281025.56
4622,194092.0
9381,215560.23
883,94607.98
4180,230239.56
16395,370148.62
7682,246800.16
15620,130372.03
5786,420616.88
2540,216199.81
7618,414194.28
3219,159497.16
12633,182228.52
6336,103507.766
3916,169749.17
3851,180706.64
3095,66379.805
3351,153217.05
3299,188197.95
2741,227828.02
1351,186059.11
13320,507621.56
13137,121517.6
1572,134933.0
790,117742.44
40,294802.66
15450,184772.17
692,143121.97
3401,224079.86
713,269381.34
8139,177511.31
14271,165879.33
5756,377934.0
12533,132276.34
4417,196269.45
1334,71690.97
4328,168143.34
3505,232785.5
12416,347780.9
35,180923.17
2173,541173.3
7129,403979.06
15853,246473.44
15511,232830.8
16656,134059.9
3253,140956.33
13861,196519.97
5249,85293.62
15215,212290.69
7674,174735.17
3309,219071.4
7765,184873.03
6184,241747.95
2052,209390.67
9338,175868.08
3921,152631.1
8179,237568.67
8727,232726.62
15679,100378.01
140,194684.34
7728,303409.66
7919,277865.28
8418,143780.7
7434,222112.92
689,517817.16
11049,202871.55
2438,135862.02
9320,202260.78
13049,286325.1
6360,266819.38
11290,205150.25
7375,413262.28
14813,143414.11
10410,207833.02
513,145814.84
10336,131981.48
887,478946.25
4536,254263.3
2395,164312.22
14374,200253.12
1179,160035.14
9635,132782.67
5176,144040.47
12890,576037.6
10149,240447.45
298,354787.34
12610,266705.1
2537,116246.85
2476,221303.3
16497,188366.56
7383,219003.73
9174,330587.3
3039,268170.84
14899,126997.375
7404,161452.31
14792,385730.56
12382,203620.03
6063,336401.9
11173,182625.55
15901,86706.414
5174,223562.77
10144,165895.48
10830,201994.19
10550,289429.7
12067,174542.98
1008,167203.8
6972,312993.34
11387,166366.39
3590,210243.47
13582,188580.84
6437,139769.89
11210,199508.38
15979,148330.66
5508,135468.42
7658,430313.97
12194,244124.42
6440,119207.516
11563,97480.84
11064,254878.06
13457,123044.21
7815,216181.64
716,522197.03
15850,223792.83
1912,228148.44
12770,87629.086
80,275398.34
4869,179073.75
11866,152641.4
7608,100226.37
7827,212108.83
14277,219547.19
7074,140916.75
5904,186259.27
6356,122001.945
16262,158724.9
14285,514801.75
6006,193847.64
15722,558262.1
13266,154350.53
14953,118094.75
12399,203131.55
15751,134910.72
7196,204126.84
11047,166590.89
6470,196300.02
15141,180763.61
687,356579.97
61,170313.28
16187,214324.12
15802,194837.75
32,323536.78
4411,189803.02
3620,193040.95
16086,284003.0
14737,276242.22
5927,317265.3
15443,142654.17
8104,105567.3
4369,282265.5
5612,74012.22
15586,488762.8
5085,415428.28
12707,160230.19
14888,547029.9
13818,565355.94
8026,280196.62
2107,181077.53
3541,218539.1
11813,162953.44
13447,217783.67
15246,219119.84
14073,95841.125
16370,214471.52
8355,137283.78
4641,137707.22
6781,113898.48
15562,177855.19
2642,224385.77
2453,176037.78
2123,209500.28
6447,218642.97
4502,263422.66
3860,169492.88
649,133188.81
2889,186265.56
4457,162491.61
3893,181888.66
15037,175973.69
2975,166731.53
3062,432428.1
4698,242403.72
6373,124367.45
650,394691.78
6867,217089.94
10325,119627.82
11886,117408.42
2782,497830.3
3485,269499.62
836,149812.53
3928,188805.69
4294,360914.1
784,222655.4
3016,118725.695
4111,183744.95
3442,573451.6
1958,151976.08
7760,202899.7
6093,147558.66
8379,287940.72
6629,102046.2
3483,88967.92
15432,199345.34
1933,173760.23
10927,159646.34
4933,503712.16
15011,192248.08
9270,157767.95
3643,184036.0
14263,183610.47
13773,286626.44
4951,177202.98
13283,183906.78
6224,504820.06
3026,177572.83
12671,353466.56
351,141216.95
8119,205998.69
881,237700.86
5841,166454.39
564,253489.83
16454,128912.1
6271,165636.16
4298,293158.97
893,205303.28
8150,205290.16
3189,286117.2
6215,73407.1
1361,87477.22
15066,270486.03
16538,497573.38
8720,401899.16
11521,263580.9
8714,403670.66
7067,547434.94
4718,132806.06
8437,346799.16
12189,361460.8
6913,247065.23
8572,97498.9
4003,373850.06
4960,190541.06
3788,281895.6
15741,186883.4
6333,189477.56
12986,166076.55
8849,325600.78
10391,131037.88
6250,227416.61
4063,226136.83
11467,479602.44
4727,270902.0
3007,184312.64
1116,172925.73
8930,180772.22
12045,248268.94
6362,253362.89
5104,118939.01
14457,160126.0
6574,110967.16
6638,176080.39
15718,207710.28
8642,244852.02
15555,191083.11
10071,103182.85
8158,181837.05
5678,203221.48
12796,175042.81
3353,217071.62
13857,270409.16
15923,114256.234
10109,155971.0
14956,330811.88
2286,188832.7
7755,273213.56
9552,218718.05
10741,598541.4
12231,109463.91
15579,182068.39
2613,289152.44
6682,518952.66
811,200634.3
3296,134393.0
11414,165683.08
2450,225505.1
3581,240824.1
1688,103357.14
8967,256252.28
10004,372016.94
4151,251614.58
3671,386773.84
671,63900.207
1082,91024.13
1812,140592.78
2006,242713.75
10597,166243.72
2141,208773.98
1504,378215.06
5667,158131.62
10999,126625.37
13534,131695.45
13731,186211.58
5686,214674.7
16474,122541.48
4291,140506.6
5291,88125.1
8669,227042.84
9916,323863.44
5272,264602.8
5279,213171.14
15454,186926.86
10289,205617.75
15434,181169.25
2467,131822.84
9360,200440.67
9805,136059.39
2917,198393.45
12625,189992.0
15998,396141.9
9080,198364.95
1315,146950.9
8389,94690.68
3247,185830.33
5738,163644.44
15089,179886.48
8610,218138.1
428,186980.31
9193,424539.4
191,481360.38
8149,184050.45
11692,333862.62
6916,179806.83
15474,277408.16
12856,202564.6
8472,260476.12
4372,190100.27
14646,149246.66
15542,272357.5
14674,183592.14
4384,129364.35
5021,173209.19
13360,151194.61
11690,260146.72
14211,220648.5
12880,181948.78
7247,377445.1
11194,129971.58
14745,303995.53
2977,214247.75
14955,170992.3
6429,310494.8
416,345310.94
5872,218910.83
12240,153918.53
15051,243114.22
424,247187.6
12765,243933.53
12984,155219.31
2994,291352.97
14990,141780.23
1237,338988.2
9454,193062.42
6226,175623.52
8093,339455.28
7651,145230.75
2816,295328.88
9177,153591.55
284,232979.5
14874,170996.03
16711,442453.22
8628,186505.83
2010,223678.73
2070,111851.445
6471,256069.36
3697,247980.28
677,172106.62
8902,111756.69
8060,256598.3
12290,151255.33
9275,396825.94
7690,178934.84
14184,182031.08
5387,230995.31
7517,85476.34
11144,99309.375
598,174177.52
9069,288922.97
595,231155.22
6656,238622.1
697,246405.88
1242,149257.86
12924,165521.2
2129,344789.62
15212,248501.66
5580,129020.39
4574,129991.92
6357,144561.64
13488,191289.97
13328,205911.4
1204,96928.234
4857,171909.53
11665,203908.19
1960,208781.3
9842,118346.85
12000,196209.53
14492,334328.6
15109,501040.97
3154,374073.84
9555,214359.9
13064,265707.1
6066,210769.52
12978,275277.72
16041,163495.78
5129,354442.6
15102,172131.17
6232,142218.8
15420,131321.81
4177,197705.81
8460,145015.06
15972,157795.06
6988,192484.75
3718,338644.06
14900,168154.86
3086,231218.64
34,206647.25
12236,193338.62
7103,101008.32
16762,268349.25
16796,168233.02
8117,355241.84
7842,143264.56
11104,175055.38
220,183373.25
14553,189382.66
3724,117125.29
357,203626.89
9684,341533.9
15269,250391.98
13622,354499.53
3158,163598.7
11978,240101.69
13939,194932.36
8501,181868.25
10631,130374.24
4663,174131.62
2596,99751.484
6630,174685.75
4926,355933.75
6873,212535.48
10001,86108.836
5230,209803.11
2913,346949.5
15091,175067.23
10432,124121.11
6266,335134.44
8918,85731.75
5007,154046.45
12016,290192.88
3358,151028.42
16440,209159.11
13037,162795.11
15528,460008.06
3365,161963.7
2520,150489.81
1867,87456.52
7590,71057.27
823,252415.77
12586,228872.12
685,155788.4
11548,120724.055
6480,255216.62
8725,186421.81
10405,331166.22
16153,494516.34
16798,183467.4
8858,98597.56
4345,135353.89
7262,146028.88
6962,122017.67
9529,135630.05
12388,206269.77
8131,311829.62
4192,109115.47
15524,359306.4
8745,321975.38
5220,141934.84
16494,125236.9
2206,217267.4
10503,240510.7
3923,149725.7
666,174852.19
1145,191286.83
3004,423796.84
12698,87476.305
2862,155035.55
16445,325569.94
13690,416188.7
2365,453018.47
8196,277332.94
12947,247074.56
1634,74010.18
2989,188401.62
15510,288447.84
4319,137880.62
12536,179683.52
3755,160723.27
1295,163885.58
3874,85994.3
13435,200863.47
7988,109274.65
15690,268393.88
4748,166394.25
6864,291635.22
7397,146198.62
9982,184968.36
7402,120073.56
4257,301856.5
5774,200946.22
9146,351414.12
2572,220064.28
11989,223692.67
9640,116091.375
3510,91462.31
194,81258.055
9927,152679.89
83,239854.97
4300,340211.7
14846,290747.03
11767,259147.78
6993,166599.05
12656,248771.33
8358,163893.7
13520,154167.81
7816,240912.11
7060,103210.01
12339,126602.67
6007,152489.16
1310,207554.19
5234,99110.58
13720,232679.97
13111,149593.03
12253,354454.12
13123,179789.28
8094,194756.03
14816,279943.97
14647,168221.98
9117,179174.44
11215,183251.38
14910,136537.14
12850,166300.36
1587,152594.14
13043,160821.05
121,129867.1
9081,110728.586
3290,176682.48
14808,192054.23
16633,153632.34
1724,127047.79
10902,146369.75
6845,295304.0
9201,295824.3
7575,182680.31
5189,176570.4
7314,172407.0
8091,194139.25
14608,211091.58
15588,229829.17
3819,174696.4
9735,296595.2
6755,167290.47
4078,175765.3
3256,235829.14
7136,195114.17
207,119443.81
15931,182657.62
8332,135629.58
236,176915.25
9288,197724.44
3165,351842.0
7528,73487.12
13606,204632.64
9374,175243.1
5642,192913.8
4557,135213.81
14148,339930.94
9681,227464.08
6278,271737.1
5899,138026.73
3076,79417.57
11085,232539.2
8657,349075.1
16121,314720.38
1498,429445.72
12956,151320.66
5576,173909.81
16245,310453.22
7212,249832.0
16359,150495.66
5594,245260.23
2958,197635.34
9530,507552.25
12673,126993.23
7613,350956.5
16345,216075.7
6649,104457.85
2817,168086.31
14261,421851.97
5998,156073.88
9925,128889.59
12022,313497.47
6881,193226.23
11719,325854.25
499,466573.16
2748,255479.61
13998,134351.16
12439,201112.58
11828,140577.2
3569,133042.27
15152,130517.96
2470,128588.74
5761,177158.78
9006,167968.0
12387,310386.06
970,242651.62
8106,125266.25
4472,150913.28
11638,179706.2
6974,344513.12
4292,206143.38
5487,182236.05
15131,192309.28
14539,113977.72
12060,167395.11
9447,422486.88
2304,170703.88
4208,474624.22
7414,261106.08
11723,123291.31
14138,142967.77
1300,73162.63
13294,279451.7
10225,172895.11
8399,157626.77
10300,179856.19
13574,243148.56
11097,216436.11
5186,264686.62
16562,155518.22
7569,440809.06
1087,182353.08
10461,176696.19
1250,294282.72
9744,158512.56
3915,334184.38
16323,220188.64
910,217712.1
2480,331278.12
12154,167418.3
3429,163649.47
6871,156232.47
7709,194129.14
9500,177542.67
2178,157190.77
13816,182063.58
4784,209000.06
6036,516315.78
3383,203904.53
13243,371261.4
2236,104827.766
8940,175399.64
16173,133260.11
10349,167008.66
13925,221656.33
15409,172350.88
4920,152163.17
7245,151461.94
9353,376318.78
6686,163052.81
13849,192001.34
6751,423580.47
1644,126266.88
9881,172376.25
14445,320924.53
10402,118038.56
14344,185366.4
8782,93168.93
8471,366916.25
2530,283334.5
5591,505200.88
472,230923.95
599,173714.42
15390,252902.03
5143,339905.03
11875,179219.98
1386,91461.39
13519,181625.34
9728,159317.38
14575,214473.38
1827,101365.586
12277,508141.1
15532,158796.5
9383,427473.94
12430,74081.18
6602,176861.2
502,155980.28
3470,133193.84
5130,400853.66
13642,275056.53
3820,149286.39
9389,140782.4
10204,166642.58
4711,125612.64
3813,216409.06
491,386569.25
9482,152992.06
3345,294760.2
12156,178698.34
15504,308767.7
15144,191716.45
6117,148218.8
157,135092.14
5931,72659.97
7588,164007.94
10837,193508.03
14070,458641.16
2479,148124.08
3131,100033.414
2367,152517.08
14475,182951.36
5019,179822.61
14052,198710.08
745,130342.97
9817,191415.44
12594,138708.33
5109,397264.78
8571,300164.34
14422,143499.81
1314,247036.75
10319,314360.94
15348,254652.77
3754,175679.97
11281,151122.25
6743,254992.75
6201,208506.2
712,313557.22
10803,304787.66
16169,181217.55
16233,149635.39
6820,136624.16
2434,133166.16
5518,187427.33
16099,136156.27
1632,247204.81
11921,114980.01
14484,181281.66
11994,200128.7
5568,296217.78
3394,165456.5
11840,336460.5
6796,152762.86
16662,86902.58
757,240073.05
6499,235065.36
12861,505464.88
14045,248863.98
2527,205410.88
13477,353868.2
2565,259899.3
10347,156028.38
3655,64958.984
15817,204549.56
15489,151407.19
16114,138357.73
2360,376124.0
629,129674.84
3519,186137.08
12908,225566.52
10124,157045.92
8960,448123.28
10831,320177.7
9756,125266.57
4551,89296.99
12778,168151.02
2369,107175.8
10917,189132.25
769,93991.02
1376,474801.1
4555,129339.266
1128,115528.36
2099,243712.52
16011,140995.4
15120,148624.36
13825,190099.92
15436,316732.16
1857,218078.23
5469,136990.33
7698,365023.28
14950,161087.98
13234,201311.77
2383,195250.97
12210,84498.41
11905,90512.945
8286,274992.47
13715,62483.977
4734,129568.86
4436,192261.97
14795,159292.27
540,248411.84
4616,149422.36
10060,246684.19
7167,98897.32
10297,192538.88
16199,243611.25
7069,79325.625
2402,187204.95
8302,211131.36
14334,221920.86
14898,274283.78
5054,126243.21
161,125817.71
2289,246293.02
16348,111124.74
1181,128592.336
2290,227319.95
3361,240780.3
1780,166304.44
2284,136455.1
5909,219586.45
11612,231256.81
12345,264758.88
8096,186389.86
9990,182589.23
11109,228077.52
14656,108337.484
6244,223517.05
4441,184258.38
1099,172184.66
10530,308416.28
6492,399067.1
1290,201996.61
8927,194395.42
1169,195593.22
1811,183126.36
8776,154696.06
2013,135290.4
15111,187461.64
9690,93218.65
5676,265992.06
3694,159300.2
6145,196494.97
3117,101646.54
5578,74355.56
1654,247412.2
10626,203275.69
16255,171519.12
16269,191951.38
8599,235321.33
10470,117123.64
10456,343812.5
4254,151444.56
11026,192371.64
15297,297190.8
361,247758.88
7350,118142.77
3924,243134.6
14324,183849.11
7672,129353.57
4687,259788.22
15176,156253.58
8730,455932.2
13604,245768.1
7142,250152.94
9561,204373.14
3217,76470.72
9267,87733.5
1187,241451.97
6398,101233.86
2150,269906.9
6314,196934.94
13855,215765.72
16407,183658.92
14359,146446.73
5217,313456.6
1896,281356.06
5161,147769.3
13001,278417.47
12872,276683.06
14858,251801.84
8157,256057.84
14183,408842.53
10575,97107.06
10652,104511.38
14772,122245.14
777,207331.56
7805,226928.2
13902,199088.42
3693,303051.4
12299,353797.72
6987,185360.94
3532,323267.75
9055,270794.72
8183,192163.55
1404,139050.34
2948,384122.78
2270,174590.38
2742,245833.61
7211,324328.06
9250,109451.04
14692,273668.16
2629,193605.78
6414,215649.38
15638,395402.97
8598,159623.08
14044,172845.89
11381,302203.03
8625,116775.29
5992,341698.94
1575,61670.348
2772,286234.0
16421,132219.73
13584,184191.1
13501,114878.83
10433,149729.89
15224,113047.97
2319,198415.98
14212,178252.34
1690,155802.45
16679,150119.16
533,147317.0
6260,266349.8
16126,164137.16
2145,94632.336
13796,133891.69
6263,193482.2
10622,250913.77
7482,184273.97
1437,90312.07
9839,182459.78
14866,131405.86
647,183809.33
9408,326188.44
15548,139794.61
6119,219765.03
7170,316102.88
3527,191744.61
13580,105571.68
8132,173792.64
15801,171848.02
1088,273389.0
5213,245700.45
10863,187370.28
16519,156261.31
12684,217304.11
3902,65547.07
10157,158541.34
1428,151261.78
4281,183591.2
9302,147258.73
1032,219518.22
11419,128962.0
13182,250381.58
11582,260791.88
14098,388441.78
13627,196094.78
7879,214352.8
6978,141483.44
7792,177830.97
3121,140358.33
2097,198411.12
13869,174476.8
3835,160688.72
2680,72061.64
10973,138246.25
15407,127164.21
374,69281.0
1717,172917.48
14988,319145.7
12623,247894.56
3291,250187.83
16060,433346.4
10179,223707.52
9456,77007.29
16093,117874.73
6366,133552.38
6189,286784.1
14704,115663.96
6029,176104.7
7241,188079.83
1101,184146.2
16475,375544.22
4576,171309.75
7015,269852.5
7648,315493.7
15183,174651.88
5039,109180.93
11046,171339.03
10946,199937.1
6203,196364.23
8661,477797.34
897,474500.6
12239,325473.47
15069,209570.83
10656,514137.34
1687,224563.89
993,454518.38
1533,140010.55
6001,377588.16
3126,229429.12
11850,203249.97
1548,178450.38
9796,233805.84
6721,216806.33
12403,162713.45
6964,135429.55
10936,271366.34
10358,115620.734
6386,263780.38
11305,247613.58
13510,182124.17
2275,255449.06
10639,172556.83
13317,181529.8
14574,183343.08
5151,328017.75
4143,305689.84
11991,189600.27
14790,464351.28
182,111587.85
9147,321132.56
5045,310887.9
16437,151069.47
10364,408261.0
8789,147584.98
1949,268708.72
7870,93723.45
10155,199916.42
12538,203548.38
2584,103698.4
2979,108871.96
7163,256683.67
5588,126210.12
5858,143287.02
6056,147028.4
9354,232872.47
4275,289185.66
292,183435.84
14454,218077.9
11137,223834.44
2337,151179.64
5625,200417.45
16699,156983.55
1072,265016.2
11416,91660.875
2036,199345.33
14951,149632.48
8773,162571.83
13179,78213.74
14008,239534.8
13047,256736.78
8037,253129.66
16609,253675.47
455,408096.4
2486,107988.81
5368,158358.9
3163,184089.86
501,593452.2
12919,164912.48
14491,91325.37
3264,210243.5
10271,192330.47
8569,75312.31
1914,148786.02
14034,126650.69
16329,230319.67
874,230628.88
6003,166481.34
12577,127990.15
10197,363009.53
482,157624.84
10224,132007.75
2552,244785.34
13673,231354.9
3561,216373.2
91,285774.66
15312,210166.23
11526,107604.266
10725,379135.56
5560,194853.33
9103,132721.5
12330,260835.77
9700,142079.36
6441,204462.98
8531,147308.0
8042,188088.05
10862,122381.65
5890,62819.168
1750,118665.85
7905,205710.56
4081,239628.45
8387,181197.7
4059,186016.22
1920,188071.92
2011,217739.56
1065,199264.12
10611,293413.0
9109,89915.72
11585,137057.73
13045,164924.31
3863,200664.38
242,252965.92
5417,181662.08
6822,299346.53
11145,160868.81
14005,145436.42
3048,143385.61
8890,231185.11
4297,380162.28
864,278015.4
771,195198.34
14932,120116.766
12524,295961.3
16423,213678.2
4541,172602.19
457,246071.3
10263,195831.98
15308,100958.336
14472,131970.58
10963,213219.52
5577,226468.3
10127,298194.5
1598,164148.62
12248,221027.67
7155,152656.52
14469,194953.28
11091,184792.78
16130,116532.9
3083,200268.23
14597,343789.2
2371,189244.25
16180,143825.67
12298,221299.45
12415,274720.12
12813,214988.8
2259,213692.83
15766,188707.73
7563,169181.02
15076,180730.84
10688,204163.6
14339,116391.73
15193,486057.12
5597,412110.9
4416,479685.5
2051,261605.39
9377,140783.77
9105,237651.05
12229,431701.9
8448,168701.11
16247,291448.1
8425,178800.28
11257,242625.97
12650,241626.16
15332,271656.4
118,107666.84
7964,169740.25
386,128963.586
2937,87120.305
12638,268394.75
3526,213001.52
2312,167143.75
15925,156717.72
7179,179276.44
9854,180526.64
11823,205048.52
167,371472.12
8184,86954.73
1636,177829.81
401,98079.42
1309,194614.62
5371,191814.84
1843,146838.03
1808,467175.12
3405,242370.84
4691,204550.55
15274,131030.84
6092,293070.3
8386,178467.11
2228,154164.14
14830,259541.9
11713,221888.28
10563,137739.05
4586,336584.12
4282,479525.16
869,193067.16
12883,301835.16
9437,179561.78
11310,379723.16
4147,207905.69
5273,94061.945
7269,198011.16
8827,169057.52
7900,236867.92
15043,178422.62
15194,212734.02
2339,171058.52
1230,153254.77
8369,194696.67
9114,120833.42
12926,88173.67
13349,274699.66
10894,228392.0
10018,228782.78
2204,139281.27
1894,450936.84
8003,228808.38
12631,169057.75
13780,288455.12
12020,213349.42
761,225009.78
16266,168514.44
15631,266008.97
13117,204490.19
16621,263489.88
10279,151480.69
8491,78364.62
12507,438708.72
420,242739.81
15680,162138.81
7715,231056.5
953,99997.34
15160,224948.6
6423,223496.38
11669,216278.27
9801,183445.44
10811,332286.53
15839,192458.67
1835,158589.69
1581,218241.83
14592,172568.16
12606,190937.3
12619,179485.94
4351,245417.84
2079,295713.7
16063,80348.79
13044,362394.78
3178,264107.88
1775,108232.65
13215,179925.53
12179,168429.89
7867,97808.445
7108,146093.28
9830,204667.92
12875,182323.58
16167,112257.52
8608,188644.9
8589,205626.86
6958,181063.84
8677,496978.38
14784,108228.02
4650,228090.16
8020,144995.61
15025,221778.92
3069,225204.17
11388,149404.83
5995,165463.4
6595,183046.53
2826,187050.89
10814,254084.53
289,204758.36
6731,536020.25
16566,168708.73
10791,172966.88
5342,161842.8
1243,310305.06
2967,193568.86
8482,219823.03
688,130799.83
8284,268138.66
2679,253077.22
16136,145428.84
13793,223960.23
15459,164632.61
6556,400989.2
4140,286261.56
3222,114690.55
15516,180452.27
11595,175447.67
1707,190891.1
347,230583.77
4561,213894.75
6169,144948.61
4959,150469.94
5111,174686.6
4231,161140.95
12211,390721.28
5338,158375.47
16559,118900.63
2722,266657.97
15892,165829.69
2670,213661.22
8308,118594.8
15004,286745.97
4188,193429.05
7601,223082.2
7420,326881.16
14727,241391.34
15029,306423.12
3206,625820.06
14453,106522.17
3808,339228.8
1302,176949.95
664,188059.6
12111,191773.83
8135,223101.97
5278,169471.52
4844,182427.12
12616,171834.4
10252,194332.25
10207,186255.86
7097,387148.9
15805,227219.62
15256,117177.14
2039,160762.92
3185,387360.8
11940,230858.61
6485,203074.61
11262,141139.73
11268,85314.25
9581,367189.5
11374,218409.27
11831,220643.02
14050,201550.0
7318,425040.7
3489,130460.61
5734,250748.94
8476,186646.77
12132,354909.84
9921,87573.125
1462,162575.9
4303,181789.36
9378,183947.14
4045,232617.6
12558,173146.33
10313,187086.9
2539,170873.73
596,166120.05
15997,214654.84
7474,225413.3
7036,110644.86
16258,524365.56
363,189331.64
14444,154881.83
3796,386269.72
13721,127119.13
4675,242203.27
15657,211598.03
3606,260449.03
3811,124618.89
3999,312380.34
8798,213169.44
11198,138925.38
4758,158591.8
15867,125012.31
9418,183976.84
7642,195389.94
101,324778.03
3436,204936.47
10026,220191.33
1797,112606.586
7457,114012.1
11816,272415.75
6690,269840.53
7518,204205.66
4772,233171.23
2512,119817.445
15734,159112.03
6944,84808.03
12091,208033.1
10202,137597.6
14969,238084.2
9605,197201.5
7716,422447.84
10712,167656.67
11841,214930.02
10377,129466.24
15479,92116.945
4577,267866.06
2995,383458.53
9299,141753.84
15694,397618.12
13162,132023.1
10330,180781.67
11854,62126.664
8893,324528.9
14648,143405.9
1432,112872.99
16393,197723.4
3329,132053.1
14078,210345.05
10599,286353.06
5507,158696.67
10722,191936.64
8234,291530.47
15006,207287.92
3736,299177.5
12951,175424.97
16286,297382.78
9913,324910.75
15940,152851.62
15598,352568.94
6171,115532.234
11055,232766.19
8977,161446.33
14446,167559.27
12436,277786.0
11542,160587.23
3828,194385.7
16759,113430.19
14273,258636.1
9268,223132.08
14824,246200.27
3364,186290.42
2205,222850.17
7586,221660.25
984,165615.06
9682,138127.08
7454,236242.88
4656,153826.9
6975,165574.67
15171,143194.06
8175,92855.414
1401,231537.83
3783,291851.44
2197,194564.2
7982,147308.58
1971,150371.08
13202,279097.88
3656,137505.34
899,227334.16
15001,185083.53
3779,158433.17
16534,335795.56
12213,200961.5
12335,176731.44
16082,192711.53
3538,75695.83
1009,141958.44
7576,230227.08
1994,198697.5
15615,103138.35
6352,513832.47
2345,88295.68
520,362635.62
5014,194873.9
6980,196920.48
1454,213426.11
10070,227866.34
2849,129728.48
16470,355123.94
16761,194147.47
13889,252984.75
2121,287251.56
3181,229145.86
9866,315753.03
8563,163817.77
43,279522.9
2608,118193.49
12232,283410.56
10068,459475.78
6757,253667.52
5426,118059.01
13145,152555.77
7611,132048.47
4028,316834.53
4564,287716.4
6870,241964.72
1491,123092.734
16513,209976.11
2693,261178.53
4653,137940.19
3660,131542.02
1445,152893.12
1700,183433.61
6701,415837.2
12258,151234.55
9170,244224.23
7341,134391.5
3245,185815.0
11238,276313.75
1157,413152.88
1800,166908.02
8182,201571.31
1726,155529.56
333,279522.75
16033,187244.02
15047,175661.06
5284,221374.06
4354,149660.08
5680,163087.28
1375,122922.19
633,141024.31
2239,219945.3
3955,180382.2
661,154119.31
13537,128043.36
5930,432546.12
14065,108638.64
4875,196465.56
2186,196743.39
1379,185618.94
16241,234296.84
12726,244045.72
1195,360202.4
2561,161461.61
10836,328320.56
3795,110177.01
13379,220757.48
9230,243727.27
543,76497.79
11014,107583.46
2299,184713.77
3872,70234.016
7624,377410.75
8987,297336.56
14763,93237.86
4633,212466.44
10947,130601.484
3306,83099.555
16102,202533.97
13644,317960.34
8364,181842.47
2103,180932.45
